celular,data_nascimento,idade,sexo,cidade_residencial,bairro_residencial,cidade_trabalho,nome_campanha,bairro_trabalho,cidade_escola,bairro_escola,categoria_frequentada
(11) 97985-4466,1966-12-08,58,Masculino,São Paulo,Santana,São Paulo,placeholder_campanha,Sé,,,Postos de Combustível e Serviços Automotivos
(11) 93855-2934,1970-01-13,55,Masculino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Itaquera,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96695-3901,1954-04-02,71,Outro,São Paulo,Penha,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 93803-6343,2009-07-16,16,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,República,,,Lojas de Eletrônicos e Games
(11) 98005-4210,1967-08-24,58,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,República,,,Clínicas de Saúde e Bem-estar
(11) 96107-9154,1971-05-27,54,Feminino,São Paulo,Penha,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 91073-6268,1973-12-24,51,Masculino,São Paulo,Penha,,placeholder_campanha,,São Paulo,Higienópolis,Lojas de Móveis e Decoração
(41) 92091-2629,1939-03-06,86,Feminino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,República,,,Clubes e Centros de Convivência
(11) 93714-7959,1939-07-25,86,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Limão,Restaurantes com comida caseira
(11) 97385-4610,1950-11-02,75,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,República,São Paulo,Sé,Calçados Confortáveis e Ortopédicos
(11) 93666-1452,1994-10-20,31,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Consolação,,,Lojas de Roupas e Sneakers
(11) 95615-5349,1940-03-09,85,Outro,São Paulo,Higienópolis,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(21) 95811-9380,1949-06-06,76,Feminino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 96387-5518,1980-06-28,45,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Tucuruvi,Clínicas de Saúde e Bem-estar
(11) 95805-2090,1992-10-14,33,Feminino,São Paulo,Casa Verde,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 93345-3186,1981-11-19,43,Outro,São Paulo,Perdizes,,placeholder_campanha,,São Paulo,Pinheiros,Farmácias e Drogarias
(11) 99135-5946,1964-08-26,61,Outro,São Paulo,República,São Paulo,placeholder_campanha,Higienópolis,,,Bancos e Casas Lotéricas
(11) 91417-9892,1968-11-20,56,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,República,,,Lojas de Móveis e Decoração
(11) 92671-8410,2001-06-16,24,Outro,Pires,Consolação,São Paulo,placeholder_campanha,Limão,,,Lojas de Moda Urbana e Alternativa
(11) 95765-6859,1989-01-22,36,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,República,Farmácias e Drogarias
(11) 94063-9934,1935-02-20,90,Outro,Duarte do Norte,Santo Amaro,São Paulo,placeholder_campanha,Sé,,,Clínicas Médicas e Laboratórios
(11) 91570-7115,1973-11-22,51,Feminino,São Paulo,Sé,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 98335-8632,1945-05-23,80,Masculino,Costa,Jabaquara,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 91485-7585,1946-06-22,79,Masculino,da Luz,Santo Amaro,São Paulo,placeholder_campanha,República,,,Clínicas Médicas e Laboratórios
(11) 95301-4358,1997-07-29,28,Feminino,São Paulo,Itaquera,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
(11) 99816-3623,1959-08-11,66,Feminino,São Paulo,Consolação,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 97813-2809,1946-05-23,79,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas Médicas e Laboratórios
(11) 93038-1318,1963-09-14,62,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Consolação,São Paulo,Casa Verde,Calçados Confortáveis e Ortopédicos
(61) 92796-6477,1949-07-08,76,Feminino,São Paulo,Limão,,placeholder_campanha,,,,Produtos Naturais e Fitoterápicos
(11) 97932-4283,1996-12-18,28,Masculino,São Paulo,Lapa,,placeholder_campanha,,,,Cinema e Streaming Experience Stores
(11) 92393-4977,1992-02-02,33,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 99451-2451,1944-11-01,81,Outro,São Paulo,República,São Paulo,placeholder_campanha,Sé,,,Clínicas Médicas e Laboratórios
(11) 92536-5357,1952-02-09,73,Masculino,São Paulo,República,,placeholder_campanha,,,,Clubes e Centros de Convivência
(11) 92610-3368,2009-06-11,16,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Higienópolis,,,Espaços Culturais e de Experiência Interativa
(11) 99399-2123,2002-02-12,23,Masculino,São Paulo,Santana,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Roupas e Sneakers
(11) 96001-5619,1975-05-11,50,Outro,São Paulo,Casa Verde,,placeholder_campanha,,São Paulo,Higienópolis,Farmácias e Drogarias
(11) 95184-6787,1941-06-17,84,Feminino,São Paulo,Consolação,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(71) 91279-1243,1936-01-07,89,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Consolação,São Paulo,Bela Vista,Supermercados de Bairro e Mercadinhos
(11) 94656-2567,2002-05-02,23,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,Bela Vista,,,Coworkings e Centros de Estudo/Conexão
(11) 96441-2488,1938-11-12,86,Feminino,São Paulo,Casa Verde,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 93675-3658,1947-03-21,78,Masculino,São Paulo,Itaquera,,placeholder_campanha,,,,Clubes e Centros de Convivência
(11) 97029-5714,1949-03-15,76,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(11) 92732-3174,1955-08-13,70,Feminino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Casa Verde,,,Bancos e Casas Lotéricas
(11) 93095-2904,1986-05-26,39,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Tatuapé,São Paulo,Higienópolis,Lojas de Móveis e Decoração
(11) 96344-1443,1986-09-30,39,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,Penha,,,"Papelarias, Livrarias e Lojas de Escritório"
(41) 96832-5449,1957-03-13,68,Outro,Dias do Norte,Lapa,São Paulo,placeholder_campanha,Consolação,,,Clubes e Centros de Convivência
(11) 91902-5732,1977-09-22,48,Feminino,São Paulo,Tatuapé,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 97748-4783,2001-02-07,24,Outro,São Paulo,Bela Vista,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 95644-5932,2008-08-24,17,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,República,,,Lojas de Roupas e Sneakers
(11) 99382-9369,1958-01-29,67,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,Fisioterapia e Terapias Complementares
(11) 91407-5096,1996-02-25,29,Masculino,da Cruz Grande,Campo Limpo,,placeholder_campanha,,São Paulo,Higienópolis,Cafeterias e Bistrôs Modernos
(11) 98157-9179,1939-06-21,86,Feminino,São Paulo,Casa Verde,,placeholder_campanha,,,,Clubes e Centros de Convivência
(11) 93170-8230,1943-01-20,82,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,República,São Paulo,Pinheiros,Bancos e Casas Lotéricas
(11) 94449-5506,1971-04-01,54,Masculino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Sé,,,Supermercados e Mercados Express
(11) 92127-8913,1961-01-01,64,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Limão,São Paulo,Higienópolis,Produtos Naturais e Fitoterápicos
(11) 99020-8471,1937-11-15,87,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Butantã,,,Bancos e Casas Lotéricas
(61) 96991-6838,1962-06-13,63,Outro,Ferreira,Santana,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(71) 95606-7054,2008-01-21,17,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Santana,,,Cafeterias e Bistrôs Modernos
(11) 95428-3971,2001-09-02,24,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Eletrônicos e Games
(11) 96229-6560,1992-06-15,33,Masculino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Sé,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 91206-5430,1968-06-12,57,Masculino,São Paulo,Lapa,,placeholder_campanha,,São Paulo,República,"Bancos, Agências e Correspondentes"
(11) 91523-1400,2000-03-06,25,Outro,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,São Paulo,Santana,Lojas de Moda Urbana e Alternativa
(11) 99158-3796,1989-03-02,36,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(11) 92369-3736,1972-07-29,53,Feminino,São Paulo,Pinheiros,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(21) 93400-5969,1989-05-06,36,Masculino,São Paulo,Ipiranga,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 95603-5765,1990-05-25,35,Outro,São Paulo,Santana,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 92263-6827,2000-11-25,24,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Moda Urbana e Alternativa
(11) 92748-7983,1993-09-03,32,Feminino,São Paulo,Consolação,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 95522-5862,1952-05-22,73,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,São Paulo,República,Clubes e Centros de Convivência
(11) 91401-1550,1975-10-09,50,Masculino,São Paulo,Santo Amaro,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98778-4879,1961-07-01,64,Outro,São Paulo,Jabaquara,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 99958-5415,1992-03-24,33,Feminino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Consolação,São Paulo,Bela Vista,Postos de Combustível e Serviços Automotivos
(11) 97669-4173,1935-08-25,90,Feminino,Rodrigues Verde,Itaquera,,placeholder_campanha,,São Paulo,Higienópolis,Farmácias e Drogarias
(11) 94368-2416,2002-11-29,22,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Coworkings e Centros de Estudo/Conexão
(11) 93857-6741,1945-10-06,80,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Sé,,,Igrejas e Lojas de Artigos Religiosos
(11) 94646-2259,1983-01-28,42,Feminino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Tatuapé,São Paulo,República,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 94342-8224,1970-08-28,55,Masculino,Barbosa,Limão,São Paulo,placeholder_campanha,Sé,,,Restaurantes e Gastronomia
(11) 98894-7387,1994-01-27,31,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,República,,,Clínicas de Saúde e Bem-estar
(31) 95820-3796,1991-12-01,33,Outro,São Paulo,Butantã,,placeholder_campanha,,São Paulo,Butantã,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 99722-1861,1949-04-02,76,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Vila Prudente,São Paulo,Casa Verde,Produtos Naturais e Fitoterápicos
(11) 94639-2132,1937-05-08,88,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Itaquera,,,Fisioterapia e Terapias Complementares
(11) 94033-2506,2007-08-08,18,Masculino,São Paulo,Perdizes,,placeholder_campanha,,,,Cinema e Streaming Experience Stores
(11) 95179-1079,1998-02-14,27,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,Santana,,,Barbearias/Salões com estética jovem
(11) 91438-9703,1976-08-13,49,Outro,São Paulo,Ipiranga,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(31) 97998-5273,1999-05-05,26,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Limão,,,Coworkings e Centros de Estudo/Conexão
(11) 96725-5791,1992-11-02,33,Masculino,São Paulo,Perdizes,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 99686-3745,1996-09-23,29,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Butantã,São Paulo,Limão,Lojas de Moda Urbana e Alternativa
(11) 98063-8884,1986-05-06,39,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,República,,,Postos de Combustível e Serviços Automotivos
(11) 98193-9559,1991-11-29,33,Outro,São Paulo,Butantã,São Paulo,placeholder_campanha,Higienópolis,,,Restaurantes e Gastronomia
(11) 97762-8902,1991-05-14,34,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Sé,,,"Bancos, Agências e Correspondentes"
(11) 92728-1332,1958-12-27,66,Masculino,São Paulo,Butantã,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 94121-6212,1946-05-02,79,Masculino,São Paulo,Pinheiros,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 93967-1680,1939-10-20,86,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Santana,São Paulo,Sé,Igrejas e Lojas de Artigos Religiosos
(11) 92775-8903,1976-01-30,49,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Sé,,,Postos de Combustível e Serviços Automotivos
(61) 94639-3518,1969-12-07,55,Outro,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,Bela Vista,Lojas de Roupas e Calçados
(11) 94106-1554,1983-10-30,42,Masculino,Jesus,Campo Limpo,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Tatuapé,Postos de Combustível e Serviços Automotivos
(11) 94835-8795,2000-08-17,25,Masculino,Oliveira,Sé,,placeholder_campanha,,,,Lojas de Roupas e Sneakers
(11) 93775-9033,1956-03-08,69,Feminino,São Paulo,Consolação,São Paulo,placeholder_campanha,Sé,,,Clubes e Centros de Convivência
(11) 91844-1026,1996-06-12,29,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,República,,,Barbearias/Salões com estética jovem
(11) 92168-9915,1969-07-09,56,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Consolação,,,Supermercados e Mercados Express
(11) 92021-1338,1977-12-17,47,Masculino,São Paulo,Higienópolis,,placeholder_campanha,,São Paulo,Sé,Postos de Combustível e Serviços Automotivos
(11) 91685-6220,1965-04-04,60,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Pinheiros,,,Produtos Naturais e Fitoterápicos
(61) 94210-5400,2000-08-14,25,Outro,São Paulo,Bela Vista,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(11) 98812-2061,1950-05-14,75,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Restaurantes com comida caseira
(11) 93940-3454,1968-05-02,57,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Consolação,,,"Papelarias, Livrarias e Lojas de Escritório"
(71) 97326-2991,1978-02-18,47,Feminino,São Paulo,Sé,São Paulo,placeholder_campanha,Tatuapé,,,Restaurantes e Gastronomia
(11) 95148-5938,1970-05-12,55,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,República,,,Restaurantes e Gastronomia
(21) 99491-3325,1973-08-19,52,Feminino,São Paulo,Limão,,placeholder_campanha,,São Paulo,Casa Verde,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96385-1032,1988-09-30,37,Masculino,São Paulo,Limão,,placeholder_campanha,,São Paulo,República,Restaurantes e Gastronomia
(11) 98584-6248,2001-04-27,24,Feminino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Lojas de Eletrônicos e Games
(11) 93532-1272,1988-10-23,37,Feminino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 99585-7804,1961-08-07,64,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,São Paulo,Santana,Clubes e Centros de Convivência
(71) 92012-1719,1940-05-05,85,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Sé,,,Clubes e Centros de Convivência
(11) 98159-3861,1961-09-06,64,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Limão,,,Igrejas e Lojas de Artigos Religiosos
(11) 92148-1680,1991-12-16,33,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(41) 99226-5336,1987-12-18,37,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Vila Prudente,Farmácias e Drogarias
(11) 95172-3741,1998-01-01,27,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Vila Prudente,,,Lojas de Roupas e Sneakers
(31) 98674-7186,1985-03-11,40,Feminino,Alves Paulista,Limão,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 95999-5745,1993-02-27,32,Feminino,São Paulo,Itaquera,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 91492-1457,1974-11-23,50,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Itaquera,Postos de Combustível e Serviços Automotivos
(31) 94523-3235,1949-10-26,76,Masculino,São Paulo,Itaquera,,placeholder_campanha,,São Paulo,Higienópolis,Clínicas Médicas e Laboratórios
(71) 97805-6977,1958-10-06,67,Feminino,São Paulo,Tatuapé,,placeholder_campanha,,,,Farmácias e Drogarias
(31) 99964-1011,1956-03-16,69,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Sé,Clubes e Centros de Convivência
(21) 96090-2460,2007-05-11,18,Masculino,Lima das Pedras,Penha,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(11) 94471-2132,1956-08-09,69,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,República,,,Restaurantes com comida caseira
(11) 92051-7166,1986-09-25,39,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 93246-2978,1978-08-11,47,Feminino,São Paulo,Perdizes,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 95338-5831,1949-09-26,76,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Calçados Confortáveis e Ortopédicos
(11) 95736-3392,1940-10-03,85,Feminino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Itaquera,Restaurantes com comida caseira
(11) 97835-4708,1997-05-12,28,Outro,São Paulo,República,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Eletrônicos e Games
(11) 99240-8794,1973-01-28,52,Masculino,São Paulo,Limão,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 95781-3195,2008-08-06,17,Outro,São Paulo,Vila Prudente,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(11) 95608-4256,1991-06-24,34,Outro,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,Consolação,Postos de Combustível e Serviços Automotivos
(11) 96127-6089,1970-07-12,55,Masculino,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,Higienópolis,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96505-3188,1950-01-24,75,Outro,da Rocha das Flores,Campo Limpo,,placeholder_campanha,,São Paulo,Higienópolis,Clubes e Centros de Convivência
(71) 99899-3924,1967-08-10,58,Masculino,Martins de Fogaça,Tatuapé,São Paulo,placeholder_campanha,Santana,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91349-1154,1984-07-15,41,Masculino,São Paulo,Lapa,,placeholder_campanha,,São Paulo,Limão,Lojas de Roupas e Calçados
(11) 95583-7090,1991-10-06,34,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Móveis e Decoração
(61) 93895-4521,1974-04-20,51,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 93094-6675,1987-11-13,37,Outro,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Itaquera,,,Clínicas de Saúde e Bem-estar
(11) 94377-8445,1975-08-24,50,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Itaquera,,,Postos de Combustível e Serviços Automotivos
(11) 99019-1523,1956-02-23,69,Masculino,São Paulo,Sé,,placeholder_campanha,,São Paulo,Bela Vista,Clubes e Centros de Convivência
(11) 94379-6977,1975-11-06,50,Outro,São Paulo,Higienópolis,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 92417-6567,1996-09-24,29,Feminino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Higienópolis,,,Coworkings e Centros de Estudo/Conexão
(31) 96302-4534,1943-10-12,82,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,República,Igrejas e Lojas de Artigos Religiosos
